sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
MSH01-32-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Collections/Erin Recommends,Default Category",base,"Cobalt CoolTech&trade; Fitness Short-32-Black","<p>It's not rocket surgery: the hotter your conditions, the more you need to stay cool. That's why the Cobalt CoolTech&trade; Fitness Short features built-in technology and side perforations that keep you ventilated and comfortable for the distance. The elastic waist promises a personalized fit.</p>
<p>&bull; Light blue nylon shorts.<br />&bull; Relaxed fit. <br />&bull; 5"" inseam. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",44.000000,,,,cobalt-cooltech-trade-fitness-short-32-black,,,,/m/s/msh01-black_main_1.jpg,,/m/s/msh01-black_main_1.jpg,,/m/s/msh01-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=32",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/msh01-black_main_1.jpg,,,,,,,,,,,,,,
MSH01-33-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Collections/Erin Recommends,Default Category",base,"Cobalt CoolTech&trade; Fitness Short-33-Black","<p>It's not rocket surgery: the hotter your conditions, the more you need to stay cool. That's why the Cobalt CoolTech&trade; Fitness Short features built-in technology and side perforations that keep you ventilated and comfortable for the distance. The elastic waist promises a personalized fit.</p>
<p>&bull; Light blue nylon shorts.<br />&bull; Relaxed fit. <br />&bull; 5"" inseam. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",44.000000,,,,cobalt-cooltech-trade-fitness-short-33-black,,,,/m/s/msh01-black_main_1.jpg,,/m/s/msh01-black_main_1.jpg,,/m/s/msh01-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=33",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/msh01-black_main_1.jpg,,,,,,,,,,,,,,
MSH01-34-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Collections/Erin Recommends,Default Category",base,"Cobalt CoolTech&trade; Fitness Short-34-Black","<p>It's not rocket surgery: the hotter your conditions, the more you need to stay cool. That's why the Cobalt CoolTech&trade; Fitness Short features built-in technology and side perforations that keep you ventilated and comfortable for the distance. The elastic waist promises a personalized fit.</p>
<p>&bull; Light blue nylon shorts.<br />&bull; Relaxed fit. <br />&bull; 5"" inseam. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",44.000000,,,,cobalt-cooltech-trade-fitness-short-34-black,,,,/m/s/msh01-black_main_1.jpg,,/m/s/msh01-black_main_1.jpg,,/m/s/msh01-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=34",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/msh01-black_main_1.jpg,,,,,,,,,,,,,,
MSH01-36-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Collections/Erin Recommends,Default Category",base,"Cobalt CoolTech&trade; Fitness Short-36-Black","<p>It's not rocket surgery: the hotter your conditions, the more you need to stay cool. That's why the Cobalt CoolTech&trade; Fitness Short features built-in technology and side perforations that keep you ventilated and comfortable for the distance. The elastic waist promises a personalized fit.</p>
<p>&bull; Light blue nylon shorts.<br />&bull; Relaxed fit. <br />&bull; 5"" inseam. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",44.000000,,,,cobalt-cooltech-trade-fitness-short-36-black,,,,/m/s/msh01-black_main_1.jpg,,/m/s/msh01-black_main_1.jpg,,/m/s/msh01-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=36",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/msh01-black_main_1.jpg,,,,,,,,,,,,,,
MSH02-32-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts",base,"Apollo Running Short-32-Black","<p>Fleet of foot or slow and steady, you'll be in complete comfort with the Apollo Running Short. Lightweight polyester material lets you move with ease, and mesh side panels promise plenty of ventilation as you work up a sweat. The stretchy elastic waistband delivers a flexible fit.</p>
<p>&bull; Black shorts with green accents.<br />&bull; Side pockets. <br />&bull; 4"" inseam. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",32.500000,,,,apollo-running-short-32-black,,,,/m/s/msh02-black_main_1.jpg,,/m/s/msh02-black_main_1.jpg,,/m/s/msh02-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=32",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,"/m/s/msh02-black_main_1.jpg,/m/s/msh02-black_alt1_1.jpg,/m/s/msh02-black_back_1.jpg",",,",,,,,,,,,,,,,
MSH02-33-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts",base,"Apollo Running Short-33-Black","<p>Fleet of foot or slow and steady, you'll be in complete comfort with the Apollo Running Short. Lightweight polyester material lets you move with ease, and mesh side panels promise plenty of ventilation as you work up a sweat. The stretchy elastic waistband delivers a flexible fit.</p>
<p>&bull; Black shorts with green accents.<br />&bull; Side pockets. <br />&bull; 4"" inseam. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",32.500000,,,,apollo-running-short-33-black,,,,/m/s/msh02-black_main_1.jpg,,/m/s/msh02-black_main_1.jpg,,/m/s/msh02-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=33",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,"/m/s/msh02-black_main_1.jpg,/m/s/msh02-black_alt1_1.jpg,/m/s/msh02-black_back_1.jpg",",,",,,,,,,,,,,,,
MSH02-34-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts",base,"Apollo Running Short-34-Black","<p>Fleet of foot or slow and steady, you'll be in complete comfort with the Apollo Running Short. Lightweight polyester material lets you move with ease, and mesh side panels promise plenty of ventilation as you work up a sweat. The stretchy elastic waistband delivers a flexible fit.</p>
<p>&bull; Black shorts with green accents.<br />&bull; Side pockets. <br />&bull; 4"" inseam. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",32.500000,,,,apollo-running-short-34-black,,,,/m/s/msh02-black_main_1.jpg,,/m/s/msh02-black_main_1.jpg,,/m/s/msh02-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=34",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,"/m/s/msh02-black_main_1.jpg,/m/s/msh02-black_alt1_1.jpg,/m/s/msh02-black_back_1.jpg",",,",,,,,,,,,,,,,
MSH02-36-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts",base,"Apollo Running Short-36-Black","<p>Fleet of foot or slow and steady, you'll be in complete comfort with the Apollo Running Short. Lightweight polyester material lets you move with ease, and mesh side panels promise plenty of ventilation as you work up a sweat. The stretchy elastic waistband delivers a flexible fit.</p>
<p>&bull; Black shorts with green accents.<br />&bull; Side pockets. <br />&bull; 4"" inseam. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",32.500000,,,,apollo-running-short-36-black,,,,/m/s/msh02-black_main_1.jpg,,/m/s/msh02-black_main_1.jpg,,/m/s/msh02-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=36",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,"/m/s/msh02-black_main_1.jpg,/m/s/msh02-black_alt1_1.jpg,/m/s/msh02-black_back_1.jpg",",,",,,,,,,,,,,,,
MSH03-32-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Collections/Performance Fabrics,Default Category",base,"Meteor Workout Short-32-Black","<p>Step into the Meteor Workout Short for an incredibly lightweight fitness experience. Its breathable construction and an inner brief provide additional comfort and support, while the adjustable waistband offers the perfect fit to take you to the finish.</p>
<p>&bull; Royal blue shorts with light blue accents.<br />&bull; Interior drawstring waistband. <br />&bull; 7"" inseam. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",32.500000,,,,meteor-workout-short-32-black,,,,/m/s/msh03-black_main_1.jpg,,/m/s/msh03-black_main_1.jpg,,/m/s/msh03-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=32",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/msh03-black_main_1.jpg,,,,,,,,,,,,,,
MSH03-33-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Collections/Performance Fabrics,Default Category",base,"Meteor Workout Short-33-Black","<p>Step into the Meteor Workout Short for an incredibly lightweight fitness experience. Its breathable construction and an inner brief provide additional comfort and support, while the adjustable waistband offers the perfect fit to take you to the finish.</p>
<p>&bull; Royal blue shorts with light blue accents.<br />&bull; Interior drawstring waistband. <br />&bull; 7"" inseam. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",32.500000,,,,meteor-workout-short-33-black,,,,/m/s/msh03-black_main_1.jpg,,/m/s/msh03-black_main_1.jpg,,/m/s/msh03-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=33",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/msh03-black_main_1.jpg,,,,,,,,,,,,,,
MSH03-34-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Collections/Performance Fabrics,Default Category",base,"Meteor Workout Short-34-Black","<p>Step into the Meteor Workout Short for an incredibly lightweight fitness experience. Its breathable construction and an inner brief provide additional comfort and support, while the adjustable waistband offers the perfect fit to take you to the finish.</p>
<p>&bull; Royal blue shorts with light blue accents.<br />&bull; Interior drawstring waistband. <br />&bull; 7"" inseam. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",32.500000,,,,meteor-workout-short-34-black,,,,/m/s/msh03-black_main_1.jpg,,/m/s/msh03-black_main_1.jpg,,/m/s/msh03-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=34",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/msh03-black_main_1.jpg,,,,,,,,,,,,,,
MSH03-36-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Collections/Performance Fabrics,Default Category",base,"Meteor Workout Short-36-Black","<p>Step into the Meteor Workout Short for an incredibly lightweight fitness experience. Its breathable construction and an inner brief provide additional comfort and support, while the adjustable waistband offers the perfect fit to take you to the finish.</p>
<p>&bull; Royal blue shorts with light blue accents.<br />&bull; Interior drawstring waistband. <br />&bull; 7"" inseam. <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",32.500000,,,,meteor-workout-short-36-black,,,,/m/s/msh03-black_main_1.jpg,,/m/s/msh03-black_main_1.jpg,,/m/s/msh03-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=36",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/msh03-black_main_1.jpg,,,,,,,,,,,,,,
MSH05-32-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Collections/Performance Fabrics,Default Category",base,"Hawkeye Yoga Short-32-Black","<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p>
<p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",29.000000,,,,hawkeye-yoga-short-32-black,,,,/m/s/msh05-black_main_1.jpg,,/m/s/msh05-black_main_1.jpg,,/m/s/msh05-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=32",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/msh05-black_main_1.jpg,,,,,,,,,,,,,,
MSH05-33-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Collections/Performance Fabrics,Default Category",base,"Hawkeye Yoga Short-33-Black","<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p>
<p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",29.000000,,,,hawkeye-yoga-short-33-black,,,,/m/s/msh05-black_main_1.jpg,,/m/s/msh05-black_main_1.jpg,,/m/s/msh05-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=33",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/msh05-black_main_1.jpg,,,,,,,,,,,,,,
MSH05-34-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Collections/Performance Fabrics,Default Category",base,"Hawkeye Yoga Short-34-Black","<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p>
<p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",29.000000,,,,hawkeye-yoga-short-34-black,,,,/m/s/msh05-black_main_1.jpg,,/m/s/msh05-black_main_1.jpg,,/m/s/msh05-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=34",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/msh05-black_main_1.jpg,,,,,,,,,,,,,,
MSH05-36-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Collections/Performance Fabrics,Default Category",base,"Hawkeye Yoga Short-36-Black","<p>What more do you need than a sporty yoga short made with organic cotton and a little spandex for mobility? The Hawkeye Yoga Short brings a stylish, standard fit you can sport with confidence outside the studio.</p>
<p>&bull; Dark gray shorts with red accents.<br />&bull; 92% Organic Cotton 8% Spandex.<br />&bull; Breathable stretch organic cotton.<br />&bull; Medium=8.0"" (21.0cm) inseam.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",29.000000,,,,hawkeye-yoga-short-36-black,,,,/m/s/msh05-black_main_1.jpg,,/m/s/msh05-black_main_1.jpg,,/m/s/msh05-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=36",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,/m/s/msh05-black_main_1.jpg,,,,,,,,,,,,,,
MSH07-32-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Promotions/Men Sale,Default Category/Collections/Erin Recommends,Default Category",base,"Rapha  Sports Short-32-Black","<p>For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.</p>
<p>&bull; Black shorts with royal accents.<br />&bull; Compression liner. <br />&bull; Inseam: 8"". <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",35.000000,,,,rapha-sports-short-32-black,,,,/m/s/msh07-black_main_1.jpg,,/m/s/msh07-black_main_1.jpg,,/m/s/msh07-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=32",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,"/m/s/msh07-black_main_1.jpg,/m/s/msh07-black_alt1_1.jpg,/m/s/msh07-black_back_1.jpg",",,",,,,,,,,,,,,,
MSH07-33-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Promotions/Men Sale,Default Category/Collections/Erin Recommends,Default Category",base,"Rapha  Sports Short-33-Black","<p>For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.</p>
<p>&bull; Black shorts with royal accents.<br />&bull; Compression liner. <br />&bull; Inseam: 8"". <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",35.000000,,,,rapha-sports-short-33-black,,,,/m/s/msh07-black_main_1.jpg,,/m/s/msh07-black_main_1.jpg,,/m/s/msh07-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=33",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,"/m/s/msh07-black_main_1.jpg,/m/s/msh07-black_alt1_1.jpg,/m/s/msh07-black_back_1.jpg",",,",,,,,,,,,,,,,
MSH07-34-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Promotions/Men Sale,Default Category/Collections/Erin Recommends,Default Category",base,"Rapha  Sports Short-34-Black","<p>For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.</p>
<p>&bull; Black shorts with royal accents.<br />&bull; Compression liner. <br />&bull; Inseam: 8"". <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",35.000000,,,,rapha-sports-short-34-black,,,,/m/s/msh07-black_main_1.jpg,,/m/s/msh07-black_main_1.jpg,,/m/s/msh07-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=34",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,"/m/s/msh07-black_main_1.jpg,/m/s/msh07-black_alt1_1.jpg,/m/s/msh07-black_back_1.jpg",",,",,,,,,,,,,,,,
MSH07-36-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Promotions/Men Sale,Default Category/Collections/Erin Recommends,Default Category",base,"Rapha  Sports Short-36-Black","<p>For those about to sweat, we support you with the Rapha Sports Short. The compression-fit liner surrounds your muscles with the stimulation they need to find your high gear, while moisture-wicking performance fabric helps prevents sweat build-up.</p>
<p>&bull; Black shorts with royal accents.<br />&bull; Compression liner. <br />&bull; Inseam: 8"". <br />&bull; Machine wash/dry.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",35.000000,,,,rapha-sports-short-36-black,,,,/m/s/msh07-black_main_1.jpg,,/m/s/msh07-black_main_1.jpg,,/m/s/msh07-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=36",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,"/m/s/msh07-black_main_1.jpg,/m/s/msh07-black_alt1_1.jpg,/m/s/msh07-black_back_1.jpg",",,",,,,,,,,,,,,,
MSH08-32-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Promotions/Men Sale,Default Category",base,"Orestes Fitness Short-32-Black","<p>You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.</p>
<p>&bull; Black shorts with dark gray accents.<br />&bull; Elasticized waistband with interior drawstring.<br />&bull; Ventilating mesh detailing.<br />&bull; 100% polyester and recycled polyester.<br />&bull; Machine wash cold, tumble dry low.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",35.000000,,,,orestes-fitness-short-32-black,,,,/m/s/msh08-black_main_1.jpg,,/m/s/msh08-black_main_1.jpg,,/m/s/msh08-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=32",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,"/m/s/msh08-black_main_1.jpg,/m/s/msh08-black_back_1.jpg",",",,,,,,,,,,,,,
MSH08-33-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Promotions/Men Sale,Default Category",base,"Orestes Fitness Short-33-Black","<p>You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.</p>
<p>&bull; Black shorts with dark gray accents.<br />&bull; Elasticized waistband with interior drawstring.<br />&bull; Ventilating mesh detailing.<br />&bull; 100% polyester and recycled polyester.<br />&bull; Machine wash cold, tumble dry low.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",35.000000,,,,orestes-fitness-short-33-black,,,,/m/s/msh08-black_main_1.jpg,,/m/s/msh08-black_main_1.jpg,,/m/s/msh08-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=33",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,"/m/s/msh08-black_main_1.jpg,/m/s/msh08-black_back_1.jpg",",",,,,,,,,,,,,,
MSH08-34-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Promotions/Men Sale,Default Category",base,"Orestes Fitness Short-34-Black","<p>You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.</p>
<p>&bull; Black shorts with dark gray accents.<br />&bull; Elasticized waistband with interior drawstring.<br />&bull; Ventilating mesh detailing.<br />&bull; 100% polyester and recycled polyester.<br />&bull; Machine wash cold, tumble dry low.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",35.000000,,,,orestes-fitness-short-34-black,,,,/m/s/msh08-black_main_1.jpg,,/m/s/msh08-black_main_1.jpg,,/m/s/msh08-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=34",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,"/m/s/msh08-black_main_1.jpg,/m/s/msh08-black_back_1.jpg",",",,,,,,,,,,,,,
MSH08-36-Black,,Bottom,simple,"Default Category/Men/Bottoms/Shorts,Default Category/Promotions/Men Sale,Default Category",base,"Orestes Fitness Short-36-Black","<p>You're out of excuses not to run, lift, or play when you own a pair of the Orestes Fitness Short. You won't complain about the high-performance polyester wicking fabric, reflective safety trim or seamless built-in comfort brief, either.</p>
<p>&bull; Black shorts with dark gray accents.<br />&bull; Elasticized waistband with interior drawstring.<br />&bull; Ventilating mesh detailing.<br />&bull; 100% polyester and recycled polyester.<br />&bull; Machine wash cold, tumble dry low.</p>",,1.000000,1,"Taxable Goods","Not Visible Individually",35.000000,,,,orestes-fitness-short-36-black,,,,/m/s/msh08-black_main_1.jpg,,/m/s/msh08-black_main_1.jpg,,/m/s/msh08-black_main_1.jpg,,,,"10/6/23, 4:25 AM","10/6/23, 4:25 AM",,,"Block after Info Column",,,,,,,,,,,"Use config",,"color=Black,size=36",100.0000,0.0000,1,0,0,1,1,1,10000,1,1,,1,0,1,1,0.0000,1,0,0,0,,,,,,,"/m/s/msh08-black_main_1.jpg,/m/s/msh08-black_back_1.jpg",",",,,,,,,,,,,,,
